URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change
https://www.producthunt.com/products/cirkul/questions/are-cirkul-cartridges-healthy,0.25,39,170,0,1,16,3,1,0,165,5,2,0,0,164
https://www.producthunt.com/products/snoopreport/reviews,0.25,27,168,0,4,1,9,1,0,25,3,143,0,0,144
https://www.producthunt.com/products/krisp/questions/is-krisp-really-free,0.24,23,164,0,3,4,8,1,0,0,0,164,0,0,-18
https://www.producthunt.com/products/google-news/alternatives,0.23,36,157,0,6,10,16,4,0,21,52,84,26,0,-5
https://www.producthunt.com/products/honey/alternatives,0.22,115,152,0,6,2,2,8,0,67,15,0,73,0,0
https://www.producthunt.com/products/hims/reviews,0.22,189,151,0,54,15,3,2,1,139,19,0,5,0,-9
https://www.producthunt.com/products/noteli,0.21,1,146,0,1,1,0,0,0,146,146,0,0,0,0
https://www.producthunt.com/products/video-ads-builder-by-topvid,0.21,2,141,0,0,2,0,0,0,0,141,0,0,0,0
https://www.producthunt.com/products/reweb,0.2,2,137,0,0,2,0,0,0,0,137,0,0,0,0
https://www.producthunt.com/products/bolt-new,0.2,35,135,0,4,4,4,0,0,1,134,1,0,0,0
https://www.producthunt.com/products/adobe-podcast,0.2,98,134,0,1,1,51,2,0,0,0,125,0,0,-25
https://www.producthunt.com/products/knowly-ai,0.19,1,132,0,1,1,0,0,0,132,132,0,0,0,0
https://www.producthunt.com/products/flixgem-by-polymer-search,0.19,15,131,0,11,13,1,0,0,23,85,35,0,0,5
https://www.producthunt.com/products/search-is-back/alternatives,0.18,4,124,0,1,2,0,0,1,0,5,0,0,119,0
https://www.producthunt.com/products/logofast,0.18,4,121,0,2,3,0,0,0,121,121,0,0,0,0
https://www.producthunt.com/products/videook,0.17,2,119,0,1,1,0,0,0,119,119,0,0,0,0
https://www.producthunt.com/products/mobbin/alternatives,0.17,17,114,0,3,1,10,0,0,29,21,85,0,0,69
https://www.producthunt.com/products/jibjab/alternatives,0.15,43,106,0,23,20,1,1,0,99,36,0,0,0,-43
https://www.producthunt.com/products/whater,0.15,1,104,0,0,1,0,0,0,0,104,0,0,0,0
https://www.producthunt.com/products/12-foot-ladder,0.15,84,102,0,2,15,0,0,0,0,96,0,0,0,32
https://www.producthunt.com/products/snapdex,0.14,14,97,0,4,1,0,0,1,84,4,0,0,9,0
https://www.producthunt.com/products/watermaniac,0.14,2,96,0,1,1,0,0,0,96,96,0,0,0,0
https://www.producthunt.com/products/human-or-not,0.14,43,96,0,1,11,6,6,0,1,4,2,2,0,-93
https://www.producthunt.com/products/cv/alternatives,0.14,2,95,0,1,1,1,0,0,95,95,0,0,0,0
https://www.producthunt.com/products/netflix-party/alternatives,0.13,45,89,0,4,5,3,1,1,41,51,0,0,27,0
https://www.producthunt.com/products/toolify-ai,0.13,17,87,0,4,2,10,0,0,57,3,84,0,0,30
https://www.producthunt.com/products/docer-to,0.12,2,85,0,0,2,0,0,0,0,85,0,0,0,0
https://www.producthunt.com/products/uiverse-io,0.12,15,85,0,0,2,11,0,0,0,2,83,0,0,0
https://www.producthunt.com/products/twin-strangers,0.12,75,85,0,7,22,8,2,0,7,54,31,43,0,3
https://www.producthunt.com/products/chat4data,0.12,5,84,0,1,4,0,0,0,0,84,0,0,0,0
https://www.producthunt.com/products/twigg,0.12,2,84,0,0,0,1,0,0,0,0,84,0,0,84
https://www.producthunt.com/products/pi-charging,0.12,1,82,0,1,1,0,0,0,82,82,0,0,0,0
https://www.producthunt.com/products/minimax-audio,0.12,22,80,0,6,7,0,2,0,7,79,0,72,0,0
https://www.producthunt.com/products/flipboard/alternatives,0.12,14,80,0,2,1,6,1,0,14,0,64,2,0,-8
https://www.producthunt.com/products/ideabrowser-com,0.12,3,80,0,0,0,3,0,0,0,0,80,0,0,0
https://www.producthunt.com/products/plugin-surf,0.11,5,79,0,0,3,0,1,0,0,79,0,0,0,61
https://www.producthunt.com/products/trible,0.11,2,79,0,0,1,0,0,0,0,79,0,0,0,69
https://www.producthunt.com/products/flight-penguin,0.11,2,79,0,0,1,0,0,0,0,79,0,0,0,0
https://www.producthunt.com/products/itch-io,0.11,62,76,0,0,1,21,1,0,0,0,75,0,0,3
https://www.producthunt.com/products/scre-io-screen-recorder,0.11,13,74,0,0,6,4,0,0,0,73,1,0,0,67
https://www.producthunt.com/products/bunkr/alternatives,0.11,29,74,0,6,2,0,0,0,74,45,0,0,0,-7
https://www.producthunt.com/products/studis,0.1,1,72,0,1,1,0,0,0,72,72,0,0,0,0
https://www.producthunt.com/products/funfun-ai,0.1,4,72,0,1,0,3,0,0,2,0,72,0,0,0
https://www.producthunt.com/products/scener?comment=1042260,0.1,2,72,0,0,0,2,0,0,0,0,72,0,0,0
https://www.producthunt.com/products/moemate/alternatives,0.1,22,71,0,5,4,0,0,0,36,8,0,0,0,7
https://www.producthunt.com/products/cloudnovel,0.1,3,70,0,0,3,0,1,0,0,70,0,27,0,0
https://www.producthunt.com/products/straw-page,0.1,28,70,0,0,4,8,1,0,0,0,70,8,0,-5
https://www.producthunt.com/products/socratic/alternatives,0.1,15,69,0,3,4,0,1,1,7,4,0,0,59,0
https://www.producthunt.com/products/spydialer-reverse-phone-lookup,0.09,60,66,0,0,1,3,1,0,0,1,48,1,0,-6
https://www.producthunt.com/products/movio-la,0.09,11,66,0,1,7,0,0,0,8,66,0,0,0,9
https://www.producthunt.com/products/spikes-studio/alternatives,0.09,5,66,0,4,0,0,0,0,66,0,0,0,0,-3
https://www.producthunt.com/products/deepswapper,0.09,5,66,0,0,0,1,0,0,0,0,66,0,0,0
https://www.producthunt.com/products/speedy-newsletter,0.09,1,64,0,1,0,0,0,0,64,0,0,0,0,0
https://www.producthunt.com/products/seedream-2-0,0.09,12,64,0,3,5,0,0,0,64,64,0,0,0,0
https://www.producthunt.com/products/bardeen/alternatives,0.09,2,64,0,2,0,1,0,0,64,0,0,0,0,0
https://www.producthunt.com/products/factle-sports,0.09,15,63,0,1,6,0,5,0,11,59,0,48,0,-129
https://www.producthunt.com/products/superpeer,0.09,3,62,0,0,3,0,0,0,0,62,0,0,0,0
https://www.producthunt.com/products/mikrotakt-vocal-remover-ai-splitter,0.09,5,62,0,1,5,0,0,0,1,62,0,0,0,0
https://www.producthunt.com/products/socialprofiler,0.09,5,61,0,0,3,0,0,0,0,61,0,0,0,0
https://www.producthunt.com/products/tickup,0.09,4,60,0,2,3,0,0,0,58,60,0,0,0,0
https://www.producthunt.com/products/chaty/reviews,0.08,6,59,0,2,3,0,1,0,1,58,0,0,0,0
https://www.producthunt.com/products/clearstock-io,0.08,1,59,0,1,0,0,0,0,59,0,0,0,0,0
https://www.producthunt.com/products/educato,0.08,3,58,0,1,1,1,0,0,57,57,1,0,0,0
https://www.producthunt.com/products/overlayz,0.08,2,58,0,0,2,0,1,0,0,58,0,57,0,57
https://www.producthunt.com/products/reddit-list,0.08,15,57,0,4,6,7,2,0,5,3,40,9,0,-17
https://www.producthunt.com/products/bookmark-ai-website-builder,0.08,24,57,0,8,4,0,0,0,57,25,0,0,0,0
https://www.producthunt.com/products/simplies,0.08,1,57,0,0,1,0,0,0,0,57,0,0,0,0
https://www.producthunt.com/products/savewise-cashback,0.08,2,57,0,0,1,0,0,0,0,57,0,0,0,0
https://www.producthunt.com/products/bitmoji/alternatives,0.08,35,57,0,7,5,0,0,0,39,29,0,0,0,0
https://www.producthunt.com/products/risekarma/reviews,0.08,9,56,0,3,2,2,0,0,42,9,5,0,0,-2
https://www.producthunt.com/products/better-browse-for-netflix,0.08,2,55,0,2,1,0,0,0,55,52,0,0,0,0
https://www.producthunt.com/products/slackmojis,0.08,10,54,0,1,0,2,0,0,0,0,54,0,0,-21
https://www.producthunt.com/products/wizardshot/reviews,0.08,2,54,0,1,0,1,0,0,52,0,2,0,0,0
https://www.producthunt.com/products/prankdial/alternatives,0.07,51,53,0,10,2,0,1,0,53,1,0,0,0,-10
https://www.producthunt.com/products/open-source-alternative-to,0.07,25,53,0,2,3,15,0,0,2,0,53,0,0,-1
https://www.producthunt.com/products/icon-rewind,0.07,2,52,0,0,1,0,0,0,0,52,0,0,0,10
https://www.producthunt.com/products/youtube-dl/alternatives,0.07,7,52,0,6,3,0,0,0,50,33,0,0,0,0
https://www.producthunt.com/products/pokedle,0.07,7,51,0,0,0,0,0,0,0,0,0,0,0,51
https://www.producthunt.com/products/tokboard,0.07,3,51,0,0,2,0,0,0,0,51,0,0,0,0
https://www.producthunt.com/products/happy-wishlist,0.07,7,51,0,0,4,0,0,0,0,51,0,0,0,7
https://www.producthunt.com/products/hers/questions/is-hers-shampoo-good-for-your-hair,0.07,17,51,0,3,1,0,1,0,30,21,0,21,0,0
https://www.producthunt.com/products/shop/reviews,0.07,59,51,0,29,24,1,1,2,48,2,0,0,1,-6
https://www.producthunt.com/products/skipvids-com-skip-the-f-king-ads,0.07,2,51,0,0,0,2,0,0,0,0,51,0,0,0
https://www.producthunt.com/products/keepitcloaked/reviews,0.07,61,50,0,32,17,3,0,0,43,8,0,0,0,-45
