URL,Traffic (%),Number of Keywords,Traffic,Adwords Positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic Change
https://www.g2.com/products/source-insight/competitors/alternatives,0.06,6,294,0,0,2,4,0,0,0,290,4,0,0,290
https://www.g2.com/products/qr-monkey/reviews,0.06,88,292,0,11,10,5,7,0,18,162,93,162,0,-195
https://www.g2.com/products/lmarena/competitors/alternatives,0.06,17,289,0,4,7,4,0,0,270,285,4,0,0,-3
https://www.g2.com/products/ninite/reviews,0.06,50,287,0,1,1,27,0,0,1,0,286,0,0,0
https://www.g2.com/products/givebutter/reviews,0.06,33,284,0,7,1,13,1,0,6,0,278,0,0,263
https://www.g2.com/products/experia/reviews,0.05,4,270,0,0,1,1,0,0,0,259,1,0,0,269
https://www.g2.com/products/paycor/reviews,0.05,131,269,0,12,3,12,2,1,4,1,76,0,95,72
https://www.g2.com/products/bluej/reviews?qs=pros-and-cons,0.05,1,266,0,0,0,1,0,0,0,0,266,0,0,266
https://www.g2.com/products/highlevel/reviews,0.05,89,262,0,12,5,21,1,0,17,0,245,0,0,240
https://www.g2.com/products/flask/competitors/alternatives,0.05,4,262,0,0,3,0,0,0,0,262,0,0,0,259
https://www.g2.com/products/mixpanel/reviews,0.05,18,259,0,1,0,11,0,0,248,0,11,0,0,9
https://www.g2.com/products/smelter-scarlet/competitors/alternatives,0.05,8,256,0,2,6,0,0,0,3,256,0,0,0,-13
https://www.g2.com/products/unit/reviews,0.05,12,256,0,1,1,3,2,0,0,256,0,256,0,0
https://www.g2.com/products/epoch-epoch/reviews,0.05,7,252,0,0,4,0,1,0,0,252,0,0,0,0
https://www.g2.com/products/omnipresent-omnipresent/competitors/alternatives,0.05,1,250,0,1,0,0,0,0,250,0,0,0,0,0
https://www.g2.com/products/ifable-ai/competitors/alternatives,0.05,1,250,0,0,1,0,0,0,0,250,0,0,0,250
https://www.g2.com/products/westlaw/pricing,0.05,99,249,0,5,55,28,35,0,3,227,22,183,0,-70
https://www.g2.com/products/facts-sis-student-information-system/reviews,0.05,22,249,0,1,5,0,0,0,0,249,0,0,0,-4
https://www.g2.com/products/hamilton-insight/competitors/alternatives,0.05,4,248,0,0,4,0,0,0,0,248,0,0,0,0
https://www.g2.com/products/zipline/competitors/alternatives,0.05,1,248,0,0,0,0,0,1,0,0,0,0,248,0
https://www.g2.com/products/treams/reviews,0.05,2,247,0,0,2,0,0,0,0,247,0,0,0,242
https://www.g2.com/products/evite/pricing,0.05,106,246,0,5,43,34,27,0,14,151,83,110,0,-8
https://www.g2.com/products/sera-systems-sera/pricing,0.05,4,238,0,0,1,1,0,0,0,237,1,0,0,0
https://www.g2.com/products/thumbtack/competitors/alternatives,0.05,62,235,0,10,24,5,1,1,145,76,0,0,26,91
https://www.g2.com/products/align/competitors/alternatives,0.05,3,233,0,0,2,0,0,0,0,233,0,0,0,0
https://www.g2.com/products/twitter-periscope/competitors/alternatives,0.04,66,228,0,19,44,4,4,0,57,224,2,20,0,-14
https://www.g2.com/products/greenvelope/pricing,0.04,87,228,0,7,7,42,10,1,7,6,159,64,0,-3
https://www.g2.com/products/typingclub/reviews,0.04,25,224,0,3,0,1,0,0,2,0,162,0,0,102
https://www.g2.com/products/artisan-sales/reviews,0.04,37,220,0,4,4,6,9,0,4,112,104,216,0,0
https://www.g2.com/products/glassdoor/competitors/alternatives,0.04,43,217,0,16,14,6,1,0,131,160,17,7,0,22
https://www.g2.com/products/proxy-seller/reviews,0.04,22,214,0,10,1,8,3,1,76,5,193,129,4,91
https://www.g2.com/products/dropbox/pricing,0.04,221,214,0,8,14,89,48,0,0,1,211,15,0,-26
https://www.g2.com/products/netsuite/reviews,0.04,37,213,0,8,0,8,0,1,173,0,208,0,0,40
https://www.g2.com/products/alphasense/pricing,0.04,11,212,0,0,4,5,3,0,0,0,212,0,0,212
https://www.g2.com/products/rippling/reviews,0.04,109,212,0,19,1,53,0,0,143,2,185,0,0,-6
https://www.g2.com/products/brandverity/competitors/alternatives,0.04,10,211,0,1,6,0,0,0,11,211,0,0,0,0
https://www.g2.com/products/resumate/reviews,0.04,3,209,0,2,0,1,0,0,208,0,1,0,0,12
https://www.g2.com/products/visual-studio/competitors/alternatives,0.04,8,207,0,1,4,0,1,0,0,207,0,199,0,88
https://www.g2.com/products/mixamo/competitors/alternatives,0.04,21,206,0,2,7,0,0,0,1,206,0,0,0,147
https://www.g2.com/products/venn/competitors/alternatives,0.04,9,204,0,4,0,0,0,0,204,0,0,0,0,-52
https://www.g2.com/products/taskrabbit/competitors/alternatives,0.04,76,202,0,25,51,3,0,0,114,185,0,0,0,-9
https://www.g2.com/products/ninety-io/reviews,0.04,97,200,0,21,5,67,14,1,69,0,200,17,0,56
https://www.g2.com/products/letsvpn/reviews?qs=pros-and-cons,0.04,16,195,0,8,2,9,1,0,153,1,47,0,0,23
https://www.g2.com/products/facebook/competitors/alternatives,0.04,203,195,0,25,136,7,4,1,34,165,25,19,0,-3
https://www.g2.com/products/bestmoney/reviews,0.04,75,193,0,47,5,10,2,1,164,5,22,0,7,-34
https://www.g2.com/products/powerschool-unified-talent-smartfind-express/reviews,0.04,19,192,0,3,8,3,3,0,71,192,0,0,0,0
https://www.g2.com/products/sketchup/pricing,0.04,138,191,0,3,55,41,43,0,8,158,8,38,0,-42
https://www.g2.com/products/kalodata/competitors/alternatives,0.03,9,185,0,7,3,1,0,0,185,8,162,0,0,90
https://www.g2.com/products/bing-translator/reviews,0.03,115,185,0,0,3,64,0,0,0,0,185,0,0,79
https://www.g2.com/products/spocket/competitors/alternatives,0.03,7,183,0,2,0,0,0,0,183,0,0,0,0,0
https://www.g2.com/products/companycam/pricing,0.03,26,181,0,1,9,8,6,0,3,6,170,7,0,0
https://www.g2.com/products/dailypay/reviews?page=2&qs=pros-and-cons,0.03,16,180,0,2,6,10,1,0,5,10,167,0,0,-804
https://www.g2.com/products/logoai/reviews,0.03,10,180,0,0,1,1,0,0,0,180,0,0,0,0
https://www.g2.com/products/storyblocks/reviews,0.03,74,180,0,8,0,64,0,0,0,0,180,0,0,164
https://www.g2.com/products/shifthound/reviews?qs=pros-and-cons,0.03,38,177,0,1,7,23,3,0,0,1,176,0,0,164
https://www.g2.com/products/snagit/pricing,0.03,46,175,0,0,8,12,5,0,0,2,173,0,0,62
https://www.g2.com/products/leo-burnett/reviews,0.03,5,171,0,0,2,1,0,0,0,171,26,0,0,171
https://www.g2.com/products/observe-ai/competitors/alternatives,0.03,4,168,0,4,0,0,0,0,168,0,0,0,0,0
https://www.g2.com/products/phrase-express/competitors/alternatives,0.03,3,167,0,0,2,0,0,0,0,167,0,0,0,167
https://www.g2.com/products/looker/competitors/alternatives,0.03,7,167,0,1,6,0,0,0,0,167,0,0,0,102
https://www.g2.com/products/spruce-health/pricing,0.03,20,165,0,2,2,8,1,0,1,33,132,3,0,135
https://www.g2.com/products/tradingview/competitors/alternatives,0.03,68,165,0,39,7,13,2,0,56,107,3,1,0,7
https://www.g2.com/products/fiverr/competitors/alternatives,0.03,74,163,0,20,46,0,0,0,31,144,0,0,0,-9
https://www.g2.com/products/dimensions/competitors/alternatives,0.03,3,163,0,0,3,0,0,0,0,163,0,0,0,80
https://www.g2.com/products/animoto/reviews?page=3&qs=pros-and-cons,0.03,3,163,0,0,0,3,0,0,0,0,163,0,0,0
https://www.g2.com/products/dailypay/competitors/alternatives,0.03,32,161,0,4,13,4,1,0,10,148,13,13,0,-2
https://www.g2.com/products/quore/pricing,0.03,9,160,0,0,0,9,2,0,0,0,160,2,0,0
https://www.g2.com/products/axium-ascend/reviews,0.03,6,159,0,3,1,0,0,0,130,29,0,0,0,0
https://www.g2.com/products/dat-load-board/pricing,0.03,173,159,0,7,22,63,48,0,6,5,147,20,0,86
https://www.g2.com/products/fl-studio/competitors/alternatives,0.03,114,159,0,31,71,1,5,0,33,143,0,0,0,-253
https://www.g2.com/products/weave-weave/pricing,0.03,71,159,0,20,28,14,23,0,29,33,31,127,0,0
https://www.g2.com/products/keeper-password-manager/pricing,0.03,16,156,0,1,1,1,0,0,1,1,155,0,0,156
https://www.g2.com/products/nextel/competitors/alternatives,0.03,27,155,0,13,15,0,4,3,132,147,0,13,2,146
https://www.g2.com/products/checkr/pricing,0.03,14,154,0,2,3,7,3,0,153,1,153,0,0,0
https://www.g2.com/products/calendly/reviews?qs=pros-and-cons,0.03,65,154,0,2,10,51,5,0,7,9,132,28,0,-2682
https://www.g2.com/products/sketchup/competitors/alternatives,0.03,41,153,0,7,24,1,1,0,6,144,4,0,0,-35
https://www.g2.com/products/instacart-retailer-platform/competitors/alternatives,0.03,86,153,0,41,35,1,10,2,118,50,0,9,3,-17
https://www.g2.com/products/noredink/reviews,0.03,60,153,0,2,2,7,1,0,1,0,0,0,0,110
https://www.g2.com/products/less-annoying-crm/reviews,0.03,12,153,0,1,0,9,1,0,0,0,153,0,0,43
https://www.g2.com/products/audacity/competitors/alternatives,0.03,69,153,0,35,29,12,6,0,85,48,29,6,0,-6
https://www.g2.com/products/a-cloud-guru/reviews,0.03,29,153,0,6,1,3,4,0,43,0,1,109,0,1
https://www.g2.com/products/corelogic-realquest/reviews,0.03,18,152,0,0,0,11,2,0,0,0,152,6,0,50
https://www.g2.com/products/insight-enterprises/competitors/alternatives,0.03,6,152,0,1,4,0,0,0,3,152,0,0,0,0
https://www.g2.com/products/brandverity/reviews,0.03,13,152,0,1,0,5,1,0,146,0,6,1,0,0
https://www.g2.com/products/liveops-liveops/competitors/alternatives,0.03,42,151,0,18,16,0,0,0,103,107,0,0,0,3
https://www.g2.com/products/conductor/reviews,0.03,37,151,0,4,0,13,1,1,149,0,2,0,0,0
https://www.g2.com/products/zillow/competitors/alternatives,0.03,51,148,0,18,3,1,6,0,100,4,6,42,0,2
https://www.g2.com/products/vistaprint/competitors/alternatives,0.03,71,148,0,27,25,26,11,1,36,26,112,92,0,-1
https://www.g2.com/products/candid/competitors/alternatives,0.03,2,148,0,0,1,0,1,0,0,148,0,148,0,-4
https://www.g2.com/products/mindbody/competitors/alternatives,0.03,13,147,0,5,9,0,0,0,140,30,0,0,0,-20
https://www.g2.com/products/signupgenius/reviews,0.03,142,147,0,0,0,71,27,0,0,0,135,113,0,100
https://www.g2.com/products/cloudconvert/reviews,0.03,61,147,0,2,2,18,2,0,4,0,138,0,0,137
https://www.g2.com/products/zabi-niazi/competitors/alternatives,0.03,3,146,0,1,1,0,0,0,146,146,0,0,0,0
https://www.g2.com/products/adp-totalsource/competitors/alternatives,0.03,44,145,0,15,15,11,9,0,1,67,34,43,0,-5
https://www.g2.com/products/g2/competitors/alternatives,0.03,7,144,0,2,3,0,2,0,32,72,0,72,0,0
https://www.g2.com/products/accruent-maintenance-connection/reviews,0.03,15,142,0,0,2,0,1,0,0,142,0,0,0,0
https://www.g2.com/products/garageband/competitors/alternatives,0.03,103,142,0,7,68,3,0,0,18,141,7,0,0,-21
https://www.g2.com/products/dmg-online-marketing/competitors/alternatives,0.03,1,141,0,0,1,0,0,0,0,141,0,0,0,141
https://www.g2.com/products/charter-spectrum/competitors/alternatives,0.03,61,141,0,12,19,0,0,1,38,140,0,0,0,-22
https://www.g2.com/products/thryv-keap/reviews,0.03,24,141,0,7,1,6,1,0,8,0,133,0,0,124
https://www.g2.com/products/fundly/reviews,0.03,24,140,0,9,1,9,0,0,86,5,55,0,0,27
https://www.g2.com/products/fastmail/pricing,0.02,24,137,0,0,1,22,4,0,0,0,137,17,0,0
https://www.g2.com/products/testout/reviews,0.02,33,136,0,3,17,0,2,0,9,136,0,58,0,61
https://www.g2.com/products/ibm-spss-statistics/pricing,0.02,130,136,0,5,36,15,17,2,3,116,11,10,1,-13
https://www.g2.com/products/imail-server/reviews,0.02,6,135,0,1,3,2,1,0,4,131,0,118,0,4
https://www.g2.com/products/zoominfo-sales/reviews,0.02,101,135,0,13,2,32,3,0,41,0,116,1,0,74
https://www.g2.com/products/user-interviews/pricing,0.02,13,135,0,0,0,5,0,0,0,0,135,0,0,135
https://www.g2.com/products/headbox-for-business/competitors/alternatives,0.02,1,132,0,0,1,0,0,0,0,132,0,0,0,0
https://www.g2.com/products/roam-2024-01-25/reviews?qs=pros-and-cons,0.02,5,132,0,0,1,1,0,0,0,132,0,0,0,-4
https://www.g2.com/products/adobe-animate/competitors/alternatives,0.02,24,128,0,9,16,2,1,0,42,38,84,0,0,0
https://www.g2.com/products/pear-deck/reviews,0.02,32,128,0,0,0,1,1,0,0,0,0,0,0,128
https://www.g2.com/products/dealercenter/pricing,0.02,35,127,0,0,0,17,5,0,0,0,127,0,0,-1
https://www.g2.com/products/drift/reviews,0.02,31,127,0,4,6,8,0,0,1,0,126,0,0,0
https://www.g2.com/products/go-answer/reviews,0.02,5,127,0,0,2,1,2,0,0,0,127,0,0,0
https://www.g2.com/products/ukg-pro/reviews,0.02,76,126,0,5,8,8,8,0,9,117,0,0,0,23
https://www.g2.com/products/zoom-workplace/pricing,0.02,119,126,0,1,5,16,15,0,1,118,8,125,0,-19
https://www.g2.com/products/mojo-dialer/pricing,0.02,46,124,0,13,4,22,3,0,102,6,121,6,0,81
https://www.g2.com/products/remind/competitors/alternatives,0.02,33,124,0,6,14,0,0,0,16,124,0,0,0,-312
https://www.g2.com/products/foreup/reviews,0.02,17,123,0,0,2,1,1,0,0,122,0,0,0,0
https://www.g2.com/products/salary-com-salary-com/competitors/alternatives,0.02,10,123,0,1,1,1,1,0,119,0,4,4,0,0
https://www.g2.com/products/learn-amp/reviews,0.02,23,121,0,4,1,9,1,0,0,0,0,0,0,11
https://www.g2.com/products/definitive-healthcare/competitors/alternatives,0.02,13,121,0,1,0,2,1,0,119,0,2,0,0,0
https://www.g2.com/products/imovie/competitors/alternatives,0.02,39,120,0,0,22,1,1,0,0,120,0,0,0,79
https://www.g2.com/products/google-earth-pro/competitors/alternatives,0.02,57,119,0,3,35,6,4,2,0,117,2,2,0,-9
https://www.g2.com/products/stack-takeoff-estimate/competitors/alternatives,0.02,4,119,0,0,1,1,1,0,0,119,0,0,0,0
https://www.g2.com/products/krisp/reviews?qs=pros-and-cons,0.02,20,117,0,6,0,11,2,1,6,0,111,1,0,4
https://www.g2.com/products/plivo/reviews,0.02,12,117,0,1,0,3,0,0,116,0,1,0,0,0
https://www.g2.com/products/powtoon/reviews?qs=pros-and-cons,0.02,2,117,0,0,0,2,0,0,0,0,117,0,0,0
https://www.g2.com/products/buzzoid/competitors/alternatives,0.02,4,116,0,0,0,3,0,0,0,0,116,0,0,108
https://www.g2.com/products/expertvoice/reviews,0.02,59,115,0,1,2,4,1,0,2,5,108,5,0,1
https://www.g2.com/products/netspend-skylight-payoptions/competitors/alternatives,0.02,4,115,0,0,0,1,0,0,0,0,114,0,0,106
https://www.g2.com/products/propertyshark/pricing,0.02,18,114,0,0,5,6,5,0,0,0,114,3,0,-192
https://www.g2.com/products/rsvpify/reviews,0.02,25,113,0,2,0,14,0,0,0,0,113,0,0,76
https://www.g2.com/products/simpletexting/reviews,0.02,21,113,0,11,1,10,1,0,108,4,103,0,0,57
https://www.g2.com/products/eaglesoft/reviews,0.02,18,113,0,3,5,0,0,0,79,111,0,0,0,79
https://www.g2.com/products/paychex/reviews,0.02,52,113,0,13,0,0,0,0,3,0,0,0,0,0
https://www.g2.com/products/ninety-io/pricing,0.02,57,112,0,4,3,21,5,0,11,10,109,11,0,-326
https://www.g2.com/products/wolfware-labs/competitors/alternatives,0.02,3,111,0,0,0,3,1,0,0,0,111,0,0,0
https://www.g2.com/products/pdf-candy/reviews,0.02,16,110,0,6,0,7,0,1,109,0,108,0,1,70
https://www.g2.com/products/tango-live/competitors/alternatives,0.02,66,110,0,7,25,5,2,0,50,101,0,19,0,-1
https://www.g2.com/products/checkwriters/reviews,0.02,11,109,0,1,0,5,0,0,6,0,103,0,0,-39
https://www.g2.com/products/terret-ai/reviews,0.02,6,108,0,5,2,0,0,0,108,5,0,0,0,3
https://www.g2.com/products/veracrypt/competitors/alternatives,0.02,57,108,0,16,36,4,7,0,28,23,61,3,0,63
https://www.g2.com/products/instawork/competitors/alternatives,0.02,60,107,0,25,25,0,4,1,71,33,0,3,0,-12
https://www.g2.com/products/propertyradar/reviews,0.02,36,106,0,5,3,10,5,0,14,10,85,0,0,45
https://www.g2.com/products/notability/competitors/alternatives,0.02,44,106,0,11,17,0,1,0,72,39,0,0,0,-48
https://www.g2.com/products/datadog/competitors/alternatives,0.02,51,105,0,12,27,13,8,1,89,19,0,0,0,-44
https://www.g2.com/products/conversity-conversity/reviews,0.02,1,105,0,0,1,0,1,0,0,105,0,105,0,0
https://www.g2.com/products/flix/competitors/alternatives,0.02,17,105,0,2,15,0,0,0,1,105,0,0,0,-96
https://www.g2.com/products/streamable/competitors/alternatives,0.02,23,104,0,8,8,9,2,0,68,54,36,0,0,-2
https://www.g2.com/products/notepad/competitors/alternatives,0.02,76,104,0,19,32,4,1,0,25,94,5,0,0,-27
https://www.g2.com/products/halp/pricing,0.02,6,104,0,0,1,0,3,0,0,79,0,25,0,0
https://www.g2.com/products/enriching-students/reviews,0.02,7,103,0,0,0,3,0,0,0,0,103,0,0,103
https://www.g2.com/products/ltx/pricing,0.02,6,103,0,1,0,2,1,0,0,0,103,0,0,103
https://www.g2.com/products/the-search-monitor/pricing,0.02,7,103,0,0,0,5,0,0,0,0,103,0,0,0
https://www.g2.com/products/hireology/reviews,0.02,24,103,0,1,0,10,1,0,6,0,97,1,0,0
https://www.g2.com/products/code-composer-studio/competitors/alternatives,0.02,5,103,0,3,2,2,0,0,0,0,103,0,0,103
https://www.g2.com/products/libsyn/pricing,0.02,19,102,0,2,0,7,2,0,94,0,102,2,0,-1
https://www.g2.com/products/adp-workforce-now/reviews,0.02,32,102,0,1,0,2,1,0,0,0,8,8,0,0
https://www.g2.com/products/insight-2021-08-26/competitors/alternatives,0.02,3,102,0,0,3,0,0,0,0,102,0,0,0,102
https://www.g2.com/products/ltx-studio/pricing,0.02,51,102,0,9,4,23,5,0,51,18,82,22,0,13
https://www.g2.com/products/uplevel/competitors/alternatives,0.02,7,101,0,3,6,0,0,0,47,101,0,0,0,-88
https://www.g2.com/products/ensora-rehab-therapy-suite-formerly-fusion-web-clinic/reviews,0.02,36,101,0,3,4,13,6,0,0,0,101,20,0,19
https://www.g2.com/products/flipgrid/competitors/alternatives,0.02,4,101,0,2,4,0,0,0,101,101,0,0,0,0
https://www.g2.com/products/onelook/competitors/alternatives,0.02,3,101,0,0,1,2,0,0,0,12,89,0,0,0
https://www.g2.com/products/proliant/reviews,0.02,48,101,0,3,3,20,1,0,27,12,62,1,0,-41
https://www.g2.com/products/safeshare-tv/competitors/alternatives,0.02,19,100,0,3,6,0,0,0,22,95,0,0,0,3
https://www.g2.com/products/galileo-fx/reviews,0.02,51,100,0,18,9,5,3,0,80,79,0,9,0,1
https://www.g2.com/products/ask-ai/competitors/alternatives,0.02,1,99,0,1,1,0,0,0,99,99,0,0,0,0
https://www.g2.com/products/sketchbook/competitors/alternatives,0.02,74,99,0,35,31,12,11,0,49,46,23,8,0,15
https://www.g2.com/products/mailup/pricing,0.02,2,99,0,0,2,0,0,0,0,99,0,0,0,0
https://www.g2.com/products/edassist/competitors/alternatives,0.02,2,99,0,0,2,0,0,0,0,99,0,0,0,99
https://www.g2.com/products/zinrelo/reviews,0.02,5,97,0,0,4,1,5,0,0,97,0,97,0,0
https://www.g2.com/products/wincap/competitors/alternatives,0.02,2,96,0,0,1,0,0,0,0,96,0,0,0,96
https://www.g2.com/products/smartbeemo/reviews?qs=pros-and-cons,0.02,25,96,0,2,3,10,0,0,18,48,75,0,0,30
https://www.g2.com/products/adp-totalsource/reviews,0.02,51,96,0,5,0,10,9,0,13,0,82,1,0,-15
https://www.g2.com/products/pop-_os/competitors/alternatives,0.02,2,96,0,1,1,0,0,0,0,96,0,0,0,96
https://www.g2.com/products/constant-contact/pricing,0.02,40,96,0,0,9,11,3,0,0,51,45,45,0,38
https://www.g2.com/products/virtualbox/competitors/alternatives,0.02,41,95,0,22,15,1,1,0,75,34,0,0,0,-1
https://www.g2.com/products/jerry-nweke-konvey/reviews,0.02,2,95,0,0,2,0,0,0,0,95,0,0,0,0
https://www.g2.com/products/mercer/competitors/alternatives,0.02,3,95,0,0,1,0,0,0,0,95,0,0,0,0
https://www.g2.com/products/co-construct-coconstruct/pricing,0.02,29,95,0,4,2,13,3,0,35,0,48,15,0,4
https://www.g2.com/products/alldata/competitors/alternatives,0.02,71,95,0,11,23,16,15,1,26,31,21,17,31,-73
