Selector,Traffic,Region
webcatalog.io/fr/apps/perchance-ai,2.0,fr
webcatalog.io/fr/apps/sejda,8.0,fr
webcatalog.io/fr/apps/gomeet-today,2.0,fr
webcatalog.io/fr/apps/webmii,38.0,fr
webcatalog.io/fr/apps/hitv,10.0,fr
webcatalog.io/en/apps/monkeytype,260.0,fr
webcatalog.io/fr/apps/crypto-bubbles,44.0,fr
webcatalog.io/fr/apps/pure/alternatives,2.0,fr
webcatalog.io/fr/apps/flightaware,27.0,fr
webcatalog.io/fr/apps/flightaware/mobile,150.0,fr
webcatalog.io/fr/apps/cleanup-pictures,45.0,fr
webcatalog.io/fr/apps/aternos,18.0,fr
webcatalog.io/fr/apps/ionos-webmail,21.0,fr
webcatalog.io/fr/apps/x-minus,24.0,fr
webcatalog.io/fr/apps/discohook,9.0,fr
webcatalog.io/fr/apps/alternativeto,63.0,fr
webcatalog.io/fr/apps/raphael-ai,1.0,fr
webcatalog.io/fr/apps/grindr,2.0,fr
webcatalog.io/fr/apps/worldometers,2.0,fr
webcatalog.io/fr/apps/tryocaml,8.0,fr
webcatalog.io/fr/apps/camgo,5.0,fr
webcatalog.io/fr/apps/bibmath-net,17.0,fr
webcatalog.io/fr/apps/neural-writer,19.0,fr
webcatalog.io/fr/apps/subscene,14.0,fr
webcatalog.io/fr/apps/pdf-drive,26.0,fr
webcatalog.io/fr/apps/spicychat-ai,5.0,fr
webcatalog.io/fr/apps/ankiweb,38.0,fr
webcatalog.io/fr/apps/gleeden/mobile,20.0,fr
webcatalog.io/fr/apps/pdf24,1.0,fr
webcatalog.io/fr/apps/yandex-mail,17.0,fr
webcatalog.io/fr/apps/dirpy,8.0,fr
webcatalog.io/fr/apps/cobalt-tools,5.0,fr
webcatalog.io/fr/apps/knowunity,4.0,fr
webcatalog.io/fr/apps/openpro,7.0,fr
webcatalog.io/en/apps/napkin-ai,9.0,fr
webcatalog.io/fr/apps/pairdrop,1.0,fr
webcatalog.io/fr/apps/snaptik/mobile,22.0,fr
webcatalog.io/apps/cracked,33.0,fr
webcatalog.io/fr/apps/mapy-cz,94.0,fr
webcatalog.io/fr/apps/backloggd,93.0,fr
webcatalog.io/en/apps/ezgif,93.0,fr
webcatalog.io/fr/apps/zedge/mobile,93.0,fr
webcatalog.io/fr/apps/stats-royale,93.0,fr
webcatalog.io/fr/apps/archidekt,92.0,fr
webcatalog.io/fr/apps/what-font-is,92.0,fr
webcatalog.io/fr/apps/riseup-mail,89.0,fr
webcatalog.io/fr/apps/cracked,88.0,fr
webcatalog.io/fr/apps/liven/mobile,87.0,fr
webcatalog.io/fr/apps/ezgif,87.0,fr
webcatalog.io/fr/apps/monkey,87.0,fr
webcatalog.io/fr/apps/gostream,86.0,fr
webcatalog.io/fr/apps/kiwiirc,86.0,fr
webcatalog.io/fr/apps/bigo-live/mobile,85.0,fr
webcatalog.io/fr/apps/distrowatch,85.0,fr
webcatalog.io/fr/apps/looti,83.0,fr
webcatalog.io/fr/apps/google-forms,82.0,fr
webcatalog.io/fr/apps/private-email,81.0,fr
webcatalog.io/fr/apps/poki,79.0,fr
webcatalog.io/zh-TW/apps/baidu-image,78.0,fr
webcatalog.io/fr/apps/oculus-casting,78.0,fr
webcatalog.io/fr/apps/whatthefont,77.0,fr
webcatalog.io/fr/apps/gauthmath,76.0,fr
webcatalog.io/fr/apps/seller-central,76.0,fr
webcatalog.io/fr/apps/quizizz/mobile,75.0,fr
webcatalog.io/fr/apps/opus-clip,75.0,fr
webcatalog.io/fr/apps/linkbox,73.0,fr
webcatalog.io/fr/apps/nos-tv,73.0,fr
webcatalog.io/fr/apps/libero-mail,73.0,fr
webcatalog.io/fr/apps/stats-fm,72.0,fr
webcatalog.io/fr/apps/radio-garden,71.0,fr
webcatalog.io/fr/apps/zalo,70.0,fr
webcatalog.io/fr/apps/eitaa,70.0,fr
webcatalog.io/fr/apps/apkmirror,70.0,fr
webcatalog.io/fr/apps/ziggo-go,69.0,fr
webcatalog.io/fr/apps/tv-garden,69.0,fr
webcatalog.io/fr/apps/yoti,69.0,fr
webcatalog.io/fr/apps/ukr-net,68.0,fr
webcatalog.io/fr/apps/croxyproxy,67.0,fr
webcatalog.io/fr/apps/namelix,67.0,fr
webcatalog.io/fr/apps/cyberchef,67.0,fr
webcatalog.io/fr/apps/icon-archive,66.0,fr
webcatalog.io/fr/apps/typingclub,66.0,fr
webcatalog.io/en/apps/coin360,65.0,fr
webcatalog.io/fr/apps/chatblink,65.0,fr
webcatalog.io/fr/apps/softcatala-corrector,64.0,fr
webcatalog.io/fr/apps/startpage,64.0,fr
webcatalog.io/fr/apps/social-blade,64.0,fr
webcatalog.io/fr/apps/brite,64.0,fr
webcatalog.io/fr/apps/shein,64.0,fr
webcatalog.io/fr/apps/gg-deals,63.0,fr
webcatalog.io/fr/apps/mundotoro,63.0,fr
webcatalog.io/fr/apps/pixivfanbox,63.0,fr
webcatalog.io/fr/apps/mixamo,62.0,fr
webcatalog.io/fr/apps/creative-fabrica,62.0,fr
webcatalog.io/fr/apps/scribbr,62.0,fr
webcatalog.io/fr/apps/grok,61.0,fr
webcatalog.io/fr/apps/sharedrop,61.0,fr
webcatalog.io/en/apps/loklok,61.0,fr
webcatalog.io/fr/apps/yaytext,61.0,fr
webcatalog.io/fr/apps/protonmail,61.0,fr
webcatalog.io/fr/apps/twitter-viewer-io,61.0,fr
webcatalog.io/en/apps/flight-club,60.0,fr
webcatalog.io/en/apps/onlinegdb,60.0,fr
webcatalog.io/fr/apps/chatrandom/mobile,59.0,fr
webcatalog.io/fr/apps/taptap,58.0,fr
webcatalog.io/fr/apps/icloud-find-my-iphone,58.0,fr
webcatalog.io/fr/apps/bluesky,58.0,fr
webcatalog.io/fr/apps/bandlab,58.0,fr
webcatalog.io/fr/apps/setlist-fm,57.0,fr
webcatalog.io/fr/apps/snapchat-video-downloader,56.0,fr
webcatalog.io/fr/apps/itslearning,55.0,fr
webcatalog.io/fr/apps/gmgn,55.0,fr
webcatalog.io/fr/apps/postermywall,55.0,fr
webcatalog.io/en/apps/cleanup-pictures,54.0,fr
webcatalog.io/fr/apps/wikimapia,54.0,fr
webcatalog.io/fr/apps/yandex-search,54.0,fr
webcatalog.io/fr/apps/wallhaven,54.0,fr
webcatalog.io/en/apps/chatable,54.0,fr
webcatalog.io/fr/apps/krea-ai,53.0,fr
webcatalog.io/fr/apps/getemoji,52.0,fr
webcatalog.io/fr/apps/sellix,52.0,fr
webcatalog.io/fr/apps/geogebra,52.0,fr
webcatalog.io/fr/apps/mediafire,52.0,fr
webcatalog.io/fr/apps/anime-planet,52.0,fr
webcatalog.io/fr/apps/4shared,51.0,fr
webcatalog.io/fr/apps/dartpad,51.0,fr
webcatalog.io/fr/apps/microsoft-excel,51.0,fr
webcatalog.io/fr/apps/mdn-web-docs,51.0,fr
webcatalog.io/fr/apps/speaky,51.0,fr
webcatalog.io/fr/apps/mewe,50.0,fr
webcatalog.io/fr/apps/vidwud,50.0,fr
webcatalog.io/fr/apps/clideo,50.0,fr
webcatalog.io/fr/apps/downdetector,50.0,fr
webcatalog.io/fr/apps/trimbox,50.0,fr
